Дата;Бренд;Артикул;Назва товару;Кількість, шт;Сума, грн;;
Серпень 2024;Djeco;DJ09867;"Djeco Набір для творчості ""М'які собаки""";100,000;57 973,14;;
Серпень 2024;Djeco;DJ09868;"Djeco Набір для творчості ""Кучеряві тварини""";13,000;13 079,52;;
Серпень 2024;Djeco;DJ09869;"Djeco Художній комплект колаж ""Весела піна""";24,000;21 928,20;;
Серпень 2024;Djeco;DJ09871;"Djeco Набір для творчості ""Пухнасті тварини""";11,000;14 821,38;;
Серпень 2024;Djeco;DJ09888;"Djeco Набір для творчості ""Охайно, але весело""";35,000;14 106,48;;
Серпень 2024;Djeco;DJ09897;"Djeco Набір для розфарбовування ""Сімейка лисиць""";3,000;1 930,56;;
Вересень 2024;Djeco;DJ00010;"Djeco Набір для виготовлення браслетів дружби ""Серця""";3,000;1 352,16;;
Вересень 2024;Djeco;DJ00014;"Djeco Набір для виготовлення браслетів дружби ""Веселка Куміхімо""";2,000;946,08;;
Вересень 2024;Djeco;DJ00016;"Djeco Набір для виготовлення браслетів дружби ""Птахи в небі""";8,000;3 566,46;;
Вересень 2024;Djeco;DJ00017;"Djeco Набір для виготовлення браслетів дружби ""Вишні""";4,000;1 778,10;;
Вересень 2024;Djeco;DJ00025;"DJECO Набір для виготовлення намиста ""Сріблясті бульбашки""";10,000;4 961,22;;
Вересень 2024;Djeco;DJ00026;"DJECO Набір для виготовлення намиста ""Золоті бульбашки""";19,000;9 729,00;;
Вересень 2024;Djeco;DJ00054;"Djeco Набір фігурних наліпок ""Тварини Антарктики""";161,000;26 767,98;;
Вересень 2024;Djeco;DJ00056;"Djeco Набір фігурних наліпок ""Тварини на фермі""";161,000;26 767,98;;
Вересень 2024;Djeco;DJ00058;"Djeco Набір фігурних наліпок ""Птахи""";167,000;27 889,38;;
Вересень 2024;Djeco;DJ00059;"Djeco Набір фігурних наліпок ""Тварини сафарі""";167,000;27 889,38;;
Вересень 2024;Djeco;DJ00061;"DJECO Художній комплект для малювання ""Свійські тварини""";21,000;6 887,10;;
Вересень 2024;Djeco;DJ00081;"Djeco Набір для творчості ""Яскраві крапочки""";6,000;4 121,28;;
Вересень 2024;Djeco;DJ00086;"DJECO Набір для творчості ""М'яке вбрання""";133,000;66 941,28;;
Вересень 2024;Djeco;DJ00087;"Djeco Набір для творчості ""Таємничі тварики""";12,000;4 492,80;;
Вересень 2024;Djeco;DJ00150;"Djeco дерев'яна іграшка ""Парашутист""";24,000;5 234,40;;
Вересень 2024;Djeco;DJ00800;"Djeco Настільна гра ""Джунглі""";18,000;14 050,80;;
Вересень 2024;Djeco;DJ00807;"Djeco Настільна гра ""Імпосібло - Океан""";12,000;3 742,56;;
Вересень 2024;Djeco;DJ00808;"Djeco Настільна гра ""Імпосібло - Тварини""";12,000;3 742,56;;
Вересень 2024;Djeco;DJ00809;"Djeco Настільна гра ""Вегето Мондо""";6,000;2 808,72;;
Вересень 2024;Djeco;DJ00810;"Djeco Настільна гра ""Натуро Мондо""";6,000;2 808,72;;
Вересень 2024;Djeco;DJ00811;"Djeco Настільна гра ""Логіка маршруту""";12,000;5 992,56;;
Вересень 2024;Djeco;DJ00812;"Djeco Настільна гра ""Ханойська вежа""";12,000;7 492,32;;
Вересень 2024;Djeco;DJ00813;"Djeco Настільна гра ""Солітер""";12,000;7 492,32;;
Вересень 2024;Djeco;DJ00815;"Djeco Настільна гра ""Червоний віслюк""";12,000;7 492,32;;
Вересень 2024;Djeco;DJ00816;"Djeco Настільна гра ""Кроко Міст""";12,000;8 242,56;;
Вересень 2024;Djeco;DJ01612;"Djeco Настільна гра ""Рахуй з пінгвінами""";10,000;5 136,66;;
Вересень 2024;Djeco;DJ01663;"Djeco Розвиваюча гра ""Застібки""";4,000;2 328,60;;
Вересень 2024;Djeco;DJ01698;"Djeco Набір ігор 4в1 ""Лудопарк""";7,000;5 569,38;;
Вересень 2024;Djeco;DJ05079;"DJECO Карткова гра ""Приховані тварини""";8,000;2 244,96;;
Вересень 2024;Djeco;DJ05084;"DJECO Карткова гра ""Золотий потяг""";16,000;5 490,24;;
Вересень 2024;Djeco;DJ05092;"Djeco Карткова гра ""Весела плутанина""";17,000;4 556,04;;
Вересень 2024;Djeco;DJ05095;"Djeco Карткова гра ""Мотамо""";2,000;162,00;;
Вересень 2024;Djeco;DJ05096;"Djeco Карткова гра ""Містерікс""";31,000;8 592,12;;
Вересень 2024;Djeco;DJ05098;"Djeco Гра ""Жахливий Бу""";7,000;2 532,06;;
Вересень 2024;Djeco;DJ05103;"Djeco Настільна гра ""FAMILOU""";8,000;2 244,96;;
Вересень 2024;Djeco;DJ05104;"Djeco Гра ""БатаВаф""";12,000;2 924,82;;
Вересень 2024;Djeco;DJ05108;"Djeco Гра ""Піполо""";14,000;3 448,08;;
Вересень 2024;Djeco;DJ05113;"Djeco Гра ""Piratatak""";16,000;4 489,92;;
Вересень 2024;Djeco;DJ05117;"Djeco Гра ""Побудуй замок""";16,000;4 145,58;;
Вересень 2024;Djeco;DJ05119;"Djeco Гра ""Piou Piou""";40,000;11 224,80;;
Вересень 2024;Djeco;DJ05120;"Djeco Гра ""Тіп Топ Хлоп""";17,000;4 290,06;;
Вересень 2024;Djeco;DJ05123;"Djeco Гра ""Горила""";22,000;5 856,84;;
Вересень 2024;Djeco;DJ05136;"Djeco Гра ""Динозаври""";13,000;3 685,32;;
Вересень 2024;Djeco;DJ05144;"Djeco Гра ""Школа магії""";8,000;2 244,96;;
Вересень 2024;Djeco;DJ05145;"Djeco Гра ""Збери баранчиків""";11,000;2 930,70;;
Вересень 2024;Djeco;DJ05153;"Djeco Гра ""Занімалка""";14,000;5 478,36;;
Вересень 2024;Djeco;DJ05161;"Djeco Гра ""Сардини"" ";22,000;8 453,28;;
Вересень 2024;Djeco;DJ05169;"Djeco Гра ""Гримаси""";7,000;2 563,08;;
Вересень 2024;Djeco;DJ05176;"Djeco Гра ""Додо""";24,000;10 484,64;;
Вересень 2024;Djeco;DJ05180;"Djeco Гра ""Лісові пригоди""";4,000;230,04;;
Вересень 2024;Djeco;DJ05208;"Djeco Гра настільна бродилка ""Сачки і сходи""";29,000;12 378,42;;
Вересень 2024;Djeco;DJ05209;"Djeco Гра настільна ""Yam's junior""";12,000;5 992,56;;
Вересень 2024;Djeco;DJ05216;"Djeco Гра ""Шахи""";6,000;2 621,16;;
Вересень 2024;Djeco;DJ05218;Djeco Набір класичних ігор 12в1;13,000;12 628,74;;
Вересень 2024;Djeco;DJ05236;"DJECO Гра ""Покер Джуніор""";18,000;8 963,34;;
Вересень 2024;Djeco;DJ05237;"DJECO Настільна гра ""Жовтий гном""";6,000;4 121,28;;
Вересень 2024;Djeco;DJ05270;"Djeco Гра настільна тактика ""Морський бій""";10,000;6 313,62;;
Вересень 2024;Djeco;DJ05641;Djeco Конструктор Zig & Go - 27 дет;5,000;4 199,58;;
Вересень 2024;Djeco;DJ05642;Djeco Конструктор Zig & Go - 25 дет;5,000;3 427,74;;
Вересень 2024;Djeco;DJ05997;Djeco Тримач для гральних карт;24,000;4 334,40;;
Вересень 2024;Djeco;DJ06481;"Djeco Гра ""Дзеркальні картинки""";9,000;4 066,92;;
Вересень 2024;Djeco;DJ06646;"Djeco Дерев'яна гра аплікація з молоточком ""Роботи""";1,000;1 070,70;;
Вересень 2024;Djeco;DJ06970;"Djeco Карткова гра ""Міні Містігрі""";7,000;1 257,90;;
Вересень 2024;Djeco;DJ06971;"Djeco Карткова гра ""Мелі Мело""";4,000;370,32;;
Вересень 2024;Djeco;DJ07901;"Djeco Набір головних прикрас з мозаїкою Зроби сам ""Принцеса""";36,000;12 862,08;;
Вересень 2024;Djeco;DJ07902;"Djeco Набір шабель з мозаїкою Зроби сам ""Як пірат""";12,000;5 617,44;;
Вересень 2024;Djeco;DJ07906;"Djeco Набір Зроби сам ""Скринька""";1,000;191,64;;
Вересень 2024;Djeco;DJ07916;"Djeco Набір Зроби сам ""У зоряному небі""";6,000;3 371,40;;
Вересень 2024;Djeco;DJ07917;"Djeco Набір Зроби сам ""У лісі""";6,000;3 371,40;;
Вересень 2024;Djeco;DJ07919;"Djeco Набір Зроби сам ""Весела сімейка""";6,000;3 371,40;;
Вересень 2024;Djeco;DJ07922;"Djeco Набір Зроби сам ""Космічний калейдоскоп""";29,000;13 932,42;;
Вересень 2024;Djeco;DJ07955;"Djeco Набір для творчості ""Кітті - дзвіночок""";14,000;5 598,30;;
Вересень 2024;Djeco;DJ07961;"Djeco Ловець снів Зроби сам ""Сова""";6,000;2 508,84;;
Вересень 2024;Djeco;DJ07963;"Djeco Набір для створення ловця снів ""Фея лотоса""";6,000;2 508,84;;
Вересень 2024;Djeco;DJ07985;"Djeco Набір Зроби сам ""Сузір'я""";6,000;2 621,16;;
Вересень 2024;Djeco;DJ08132;"Djeco Набір настільних ігор ""Динозаври""";17,000;8 758,08;;
Вересень 2024;Djeco;DJ08190;"Djeco Розвиваюча гра Бінго ""Одягни мене""";12,000;4 492,80;;
Вересень 2024;Djeco;DJ08195;"DJECO Настільна гра ""Сенсіко""";33,000;11 352,96;;
Вересень 2024;Djeco;DJ08198;"Djeco Гра настільна ""Анімо Мондо""";13,000;5 680,26;;
Вересень 2024;Djeco;DJ08265;"Djeco Настільна гра 4 в 1 ""Перші числа""";24,000;11 985,12;;
Вересень 2024;Djeco;DJ08268;"Djeco Настільна гра ""Батоннікс""";18,000;12 363,84;;
Вересень 2024;Djeco;DJ08329;"Djeco Настільна гра ""Критерії""";12,000;5 992,56;;
Вересень 2024;Djeco;DJ08404;"Djeco Гра настільна ""Кольорові кубики""";1,000;399,60;;
Вересень 2024;Djeco;DJ08417;"Djeco Гра ""Блеф пірата""";4,000;2 275,14;;
Вересень 2024;Djeco;DJ08451;"Djeco Настільна гра ""Поліссімо""";15,000;8 151,78;;
Вересень 2024;Djeco;DJ08463;"Djeco Гра головоломка ""Кразікс""";25,000;12 667,14;;
Вересень 2024;Djeco;DJ08464;"Djeco Гра головоломка ""Вудікс""";18,000;10 017,12;;
Вересень 2024;Djeco;DJ08469;"Djeco Настільна гра ""Москіто""";12,000;8 242,56;;
Вересень 2024;Djeco;DJ08477;"Djeco Настільна гра ""Кубіссімо""";12,000;7 454,64;;
Вересень 2024;Djeco;DJ08526;"Djeco Настільна гра ""Шкарпетковий монстр""";8,000;5 232,18;;
Вересень 2024;Djeco;DJ08527;"Djeco Настільна гра ""Рапідо Метео""";9,000;4 531,86;;
Вересень 2024;Djeco;DJ08533;"Djeco Гра настільна ""Маленький магазин""";25,000;14 225,40;;
Вересень 2024;Djeco;DJ08535;"Djeco Гра ""Катуді""";5,000;2 797,20;;
Вересень 2024;Djeco;DJ08540;"Djeco Настільна гра ""Логічний фініш""";5,000;2 566,02;;
