Партнер,Артикул,Период,Бренд,forecast_monthly,demand_lead_time,safety_stock,reorder_point,current_stock_orc,recommended_order
СмартТойс,DJ08550,2026-02,Djeco,0.0,0.0,0.6,0.6,0.0,1
Новая Лінія,216314_I,2026-02,Infantino,0.7,1.4,0.1,1.5,0.0,1
Смік,DS1051h,2026-02,Cubic Fun,0.0,0.0,1.1,1.1,0.0,1
Чудо Острів,DJ09507,2026-02,Djeco,0.0,0.0,0.8,0.8,0.0,1
Чудо Острів,DJ09508,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Росицька ФОП,DJ05092,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Новая Лінія,216279I,2026-02,Infantino,0.0,0.0,0.7,0.7,0.0,1
Росицька ФОП,C241h,2026-02,Cubic Fun,0.0,0.0,0.5,0.5,0.0,1
Монако,W3303h,2026-02,Cubic Fun,0.0,0.0,0.8,0.8,0.0,1
Монако,W3302h,2026-02,Cubic Fun,0.0,0.0,0.9,0.9,0.0,1
СмартТойс,DJ08557,2026-02,Djeco,0.0,0.0,1.0,1.0,0.0,1
Смік,L523h,2026-02,Cubic Fun,0.0,0.0,1.4,1.4,0.0,1
Чудо Острів,DJ09579,2026-02,Djeco,0.0,0.0,1.4,1.4,0.0,1
Монако,W3301h,2026-02,Cubic Fun,0.0,0.0,0.9,0.9,0.0,1
Новая Лінія,216570I,2026-02,Infantino,0.0,0.0,1.1,1.1,0.0,1
Смік,315281,2026-02,Infantino,0.0,0.0,1.4,1.4,0.0,1
Чудо Острів,DJ09381,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
Новая Лінія,DS0978h,2026-02,Cubic Fun,0.7,1.3,0.0,1.3,0.0,1
Новая Лінія,DS1057h,2026-02,Cubic Fun,0.2,0.5,0.3,0.7,0.0,1
Новая Лінія,DS1079h,2026-02,Cubic Fun,0.2,0.5,0.3,0.7,0.0,1
Новая Лінія,DS1088h,2026-02,Cubic Fun,0.3,0.7,0.4,1.0,0.0,1
Чудо Острів,DJ09380,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
Чудо Острів,DJ09332,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
Чудо Острів,DJ09331,2026-02,Djeco,0.0,0.0,1.4,1.4,0.0,1
Смік,MC081h,2026-02,Cubic Fun,0.0,0.0,0.5,0.5,0.0,1
Смік,DS0992h,2026-02,Cubic Fun,0.0,0.0,1.1,1.1,0.0,1
Смік,S3007h,2026-02,Cubic Fun,0.0,0.0,1.1,1.1,0.0,1
Смік,316196,2026-02,Infantino,0.0,0.0,1.0,1.0,0.0,1
Росицька ФОП,306606,2026-02,Infantino,0.0,0.0,0.5,0.5,0.0,1
Новая Лінія,S3009h,2026-02,Cubic Fun,0.0,0.0,0.6,0.6,0.0,1
Чудо Острів,DJ09066,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Монако,T4039h,2026-02,Cubic Fun,0.0,0.0,1.2,1.2,0.0,1
Чудо Острів,DJ09584,2026-02,Djeco,0.0,0.0,1.4,1.4,0.0,1
Монако,T4035h,2026-02,Cubic Fun,0.0,0.0,1.2,1.2,0.0,1
Монако,S3010h,2026-02,Cubic Fun,0.0,0.0,1.2,1.2,0.0,1
Чудо Острів,DJ09808,2026-02,Djeco,0.0,0.0,1.3,1.3,0.0,1
Монако,S3008h,2026-02,Cubic Fun,0.0,0.0,0.8,0.8,0.0,1
Смік,005151I,2026-02,Infantino,0.0,0.0,0.8,0.8,0.0,1
Росицька ФОП,C242h,2026-02,Cubic Fun,0.0,0.0,1.1,1.1,0.0,1
Смік,315133,2026-02,Infantino,0.0,0.0,1.1,1.1,0.0,1
Смік,DS1097h,2026-02,Cubic Fun,0.0,0.0,1.0,1.0,0.0,1
Росицька ФОП,DJ03086,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
Монако,S3009h,2026-02,Cubic Fun,0.0,0.0,0.8,0.8,0.0,1
Смік,315238,2026-02,Infantino,0.0,0.0,1.1,1.1,0.0,1
Росицька ФОП,306832,2026-02,Infantino,0.0,0.0,0.6,0.6,0.0,1
СмартТойс,W3303h,2026-02,Cubic Fun,0.0,0.0,0.9,0.9,0.0,1
СмартТойс,W3302h,2026-02,Cubic Fun,0.0,0.0,0.9,0.9,0.0,1
Чудо Острів,DJ09683,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
Смік,315260,2026-02,Infantino,0.0,0.0,1.0,1.0,0.0,1
Чудо Острів,DJ09615,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Смік,DS1052h,2026-02,Cubic Fun,0.0,0.0,0.6,0.6,0.0,1
СмартТойс,L532h,2026-02,Cubic Fun,0.0,0.0,0.7,0.7,0.0,1
СмартТойс,L523h,2026-02,Cubic Fun,0.0,0.0,0.7,0.7,0.0,1
Росицька ФОП,DJ03112,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
СмартТойс,DJ08661,2026-02,Djeco,0.0,0.0,0.7,0.7,0.0,1
Монако,S3018h,2026-02,Cubic Fun,0.0,0.0,1.1,1.1,0.0,1
Чудо Острів,DJ09587,2026-02,Djeco,0.0,0.0,1.4,1.4,0.0,1
СмартТойс,DJ08577,2026-02,Djeco,0.0,0.0,0.7,0.7,0.0,1
Чудо Острів,DJ09586,2026-02,Djeco,0.0,0.0,1.1,1.1,0.0,1
Монако,S3031h,2026-02,Cubic Fun,0.0,0.0,1.1,1.1,0.0,1
Монако,T4005h,2026-02,Cubic Fun,0.0,0.0,1.2,1.2,0.0,1
Монако,T4008h,2026-02,Cubic Fun,0.0,0.0,1.3,1.3,0.0,1
Монако,T4011h,2026-02,Cubic Fun,0.0,0.0,1.0,1.0,0.0,1
Монако,T4012h,2026-02,Cubic Fun,0.0,0.0,0.8,0.8,0.0,1
СмартТойс,DJ08571,2026-02,Djeco,0.0,0.0,0.8,0.8,0.0,1
РОСТ,DJ08311,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
РОСТ,DJ08379,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Чудо Острів,DJ00025,2026-02,Djeco,0.0,0.0,1.0,1.0,0.0,1
Росицька ФОП,L538h,2026-02,Cubic Fun,0.0,0.0,0.9,0.9,0.0,1
Співробітники,212017I,2026-02,Infantino,0.0,0.0,0.8,0.8,0.0,1
Смік,DJ09503,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Таврія,W3302h,2026-02,Cubic Fun,0.0,0.0,1.5,1.5,0.0,1
Таврія,W3303h,2026-02,Cubic Fun,0.0,0.0,0.7,0.7,0.0,1
Тедді Дніпро,005362I,2026-02,Infantino,0.0,0.0,0.7,0.7,0.0,1
Тедді Дніпро,216320I,2026-02,Infantino,0.0,0.0,0.7,0.7,0.0,1
Тедді Дніпро,302035,2026-02,Infantino,0.0,0.0,0.7,0.7,0.0,1
Росицька ФОП,S3018h,2026-02,Cubic Fun,0.0,0.0,1.1,1.1,0.0,1
Тедді Дніпро,307015,2026-02,Infantino,0.0,0.0,0.7,0.7,0.0,1
Тедді Дніпро,316329,2026-02,Infantino,0.0,0.0,0.7,0.7,0.0,1
Росицька ФОП,L540h,2026-02,Cubic Fun,0.0,0.0,0.5,0.5,0.0,1
Тойсі,305174,2026-02,Infantino,0.0,0.0,1.1,1.1,0.0,1
Смішинка,T4018h,2026-02,Cubic Fun,0.0,0.0,1.3,1.3,0.0,1
Тойсі,DS1052h,2026-02,Cubic Fun,0.0,0.0,0.8,0.8,0.0,1
Смік,DJ09508,2026-02,Djeco,0.0,0.0,0.7,0.7,0.0,1
Супрун ФОП,004915I,2026-02,Infantino,0.0,0.0,1.4,1.4,0.0,1
Смік,DJ09514,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Смік,DJ09522,2026-02,Djeco,0.0,0.0,1.3,1.3,0.0,1
Таврія,S3026h,2026-02,Cubic Fun,0.0,0.0,1.3,1.3,0.0,1
Росицька ФОП,216571,2026-02,Infantino,0.0,0.0,0.8,0.8,0.0,1
Росицька ФОП,L532h,2026-02,Cubic Fun,0.0,0.0,1.5,1.5,0.0,1
Смік,DJ09558,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Смік,DJ09577,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Смік,DJ09636,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Росицька ФОП,L523h,2026-02,Cubic Fun,0.0,0.0,1.2,1.2,0.0,1
Супрун ФОП,212017I,2026-02,Infantino,0.0,0.0,0.8,0.8,0.0,1
Смік,DJ09707,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
Смік,DJ09762,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Таврія,S3007h,2026-02,Cubic Fun,0.0,0.0,1.0,1.0,0.0,1
РОСТ,T4005h,2026-02,Cubic Fun,0.0,0.0,1.3,1.3,0.0,1
Смік,DJ09763,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Тойсі,S3007h,2026-02,Cubic Fun,0.0,0.0,1.5,1.5,0.0,1
Росицька ФОП,MC253h,2026-02,Cubic Fun,0.4,0.9,0.5,1.3,0.0,1
Росицька ФОП,MC254h,2026-02,Cubic Fun,0.0,0.0,1.2,1.2,0.0,1
Чарівник,306912I,2026-02,Infantino,0.0,0.0,0.6,0.6,0.0,1
РОСТ,DS1176h,2026-02,Cubic Fun,0.7,1.3,0.1,1.4,0.0,1
Смік,DJ09332,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Чарівник,DJ09699,2026-02,Djeco,0.0,0.0,1.0,1.0,0.0,1
Росицька ФОП,S3008h,2026-02,Cubic Fun,0.0,0.0,1.0,1.0,0.0,1
Чарівник,5373,2026-02,Infantino,0.3,0.6,0.0,0.6,0.0,1
РОСТ,DS1182h,2026-02,Cubic Fun,0.0,0.0,1.0,1.0,0.0,1
Чарівник,5364,2026-02,Infantino,0.3,0.6,0.0,0.6,0.0,1
Чарівник,5209,2026-02,Infantino,0.3,0.6,0.0,0.6,0.0,1
Чарівник,5058,2026-02,Infantino,0.3,0.6,0.0,0.6,0.0,1
Смік,DJ09409,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Чарівник,316188I,2026-02,Infantino,0.0,0.0,1.0,1.0,0.0,1
Чарівник,315319,2026-02,Infantino,0.0,0.0,1.3,1.3,0.0,1
Росицька ФОП,P866h,2026-02,Cubic Fun,0.0,0.0,0.9,0.9,0.0,1
РОСТ,L534h,2026-02,Cubic Fun,0.0,0.0,0.5,0.5,0.0,1
Росицька ФОП,MC267h,2026-02,Cubic Fun,0.4,0.9,0.4,1.2,0.0,1
Тойсі,S3008h,2026-02,Cubic Fun,0.0,0.0,1.5,1.5,0.0,1
Смішинка,DJ09332,2026-02,Djeco,0.0,0.0,0.8,0.8,0.0,1
Чарівник,305087,2026-02,Infantino,0.0,0.0,1.0,1.0,0.0,1
Смішинка,DJ09750,2026-02,Djeco,0.0,0.0,0.7,0.7,0.0,1
Чарівник,304890I,2026-02,Infantino,0.0,0.0,0.9,0.9,0.0,1
Росицька ФОП,MC255h,2026-02,Cubic Fun,0.0,0.0,1.0,1.0,0.0,1
Чарівник,216429I,2026-02,Infantino,0.0,0.0,1.3,1.3,0.0,1
Чарівник,216314_I,2026-02,Infantino,0.0,0.0,0.8,0.8,0.0,1
Чарівник,216271I,2026-02,Infantino,0.0,0.0,0.7,0.7,0.0,1
Чарівник,005209,2026-02,unknown,0.0,0.0,0.7,0.7,0.0,1
РОСТ,P865h,2026-02,Cubic Fun,0.0,0.0,1.4,1.4,0.0,1
Чарівник,005058,2026-02,unknown,0.0,0.0,0.8,0.8,0.0,1
Тойсі,S3031h,2026-02,Cubic Fun,0.0,0.0,1.5,1.5,0.0,1
Тойсі,S3026h,2026-02,Cubic Fun,0.0,0.0,1.5,1.5,0.0,1
Тойсі,S3015h,2026-02,Cubic Fun,0.0,0.0,1.5,1.5,0.0,1
Супрун ФОП,306161I,2026-02,Infantino,0.0,0.0,1.1,1.1,0.0,1
Супрун ФОП,315281,2026-02,Infantino,0.0,0.0,0.9,0.9,0.0,1
Росицька ФОП,216570I,2026-02,Infantino,0.0,0.0,1.1,1.1,0.0,1
Росицька ФОП,DJ09579,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Супрун ФОП,W3300h,2026-02,Cubic Fun,0.0,0.0,1.4,1.4,0.0,1
Супрун ФОП,T4019h,2026-02,Cubic Fun,0.0,0.0,0.8,0.8,0.0,1
Супрун ФОП,DJ05208,2026-02,Djeco,0.0,0.0,0.6,0.6,0.0,1
Супрун ФОП,MC267h,2026-02,Cubic Fun,0.0,0.0,0.8,0.8,0.0,1
Супрун ФОП,MC253h,2026-02,Cubic Fun,0.0,0.0,0.8,0.8,0.0,1
Росицька ФОП,216216I,2026-02,Infantino,0.0,0.0,0.7,0.7,0.0,1
Росицька ФОП,216267I,2026-02,Infantino,0.0,0.0,1.2,1.2,0.0,1
Супрун ФОП,DS0990h,2026-02,Cubic Fun,0.0,0.0,0.9,0.9,0.0,1
Супрун ФОП,DJ09809,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
Супрун ФОП,DJ09808,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
Супрун ФОП,DJ09807,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Супрун ФОП,DJ09699,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Супрун ФОП,DJ09684,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Росицька ФОП,DJ09784,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Росицька ФОП,DJ09503,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Росицька ФОП,206105I,2026-02,Infantino,0.0,0.0,1.5,1.5,0.0,1
Супрун ФОП,DJ09522,2026-02,Djeco,0.0,0.0,0.7,0.7,0.0,1
Супрун ФОП,DJ09373,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Супрун ФОП,DJ08571,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Росицька ФОП,DJ09409,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Росицька ФОП,DJ09057,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Супрун ФОП,DJ08550,2026-02,Djeco,0.0,0.0,1.0,1.0,0.0,1
Супрун ФОП,DJ08533,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Росицька ФОП,DJ08897,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Супрун ФОП,DJ08193,2026-02,Djeco,0.0,0.0,0.7,0.7,0.0,1
Супрун ФОП,DJ07922,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Супрун ФОП,DJ07161,2026-02,Djeco,0.0,0.0,0.7,0.7,0.0,1
Росицька ФОП,DJ08842,2026-02,Djeco,0.0,0.0,0.7,0.7,0.0,1
Росицька ФОП,DJ08590,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Росицька ФОП,DJ08487,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Росицька ФОП,206301I,2026-02,Infantino,0.0,0.0,0.9,0.9,0.0,1
Росицька ФОП,005364,2026-02,unknown,0.0,0.0,1.0,1.0,0.0,1
Росицька ФОП,DS1180h,2026-02,Cubic Fun,0.0,0.0,0.5,0.5,0.0,1
Супрун ФОП,DJ05123,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
РОСТ,T4008h,2026-02,Cubic Fun,0.1,0.2,1.0,1.2,0.0,1
Смік,DJ09769,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Смік,DJ09771,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Росицька ФОП,DS1177h,2026-02,Cubic Fun,0.0,0.0,1.3,1.3,0.0,1
Росицька ФОП,216560I,2026-02,Infantino,0.0,0.0,1.3,1.3,0.0,1
Смік,DJ09773,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
РОСТ,T4012h,2026-02,Cubic Fun,0.0,0.0,0.6,0.6,0.0,1
Супрун ФОП,DD03766,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Росицька ФОП,DJ08158,2026-02,Djeco,0.0,0.0,0.6,0.6,0.0,1
Росицька ФОП,DS1091h,2026-02,Cubic Fun,0.0,0.0,0.5,0.5,0.0,1
Супрун ФОП,DJ01612,2026-02,Djeco,0.0,0.0,0.6,0.6,0.0,1
Супрун ФОП,DJ03087,2026-02,Djeco,0.0,0.0,0.8,0.8,0.0,1
Росицька ФОП,DJ08192,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Супрун ФОП,DJ05096,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Росицька ФОП,DS1079h,2026-02,Cubic Fun,0.0,0.0,0.5,0.5,0.0,1
Супрун ФОП,W3301h,2026-02,Cubic Fun,0.0,0.0,1.1,1.1,0.0,1
Супрун ФОП,DJ05161,2026-02,Djeco,0.0,0.0,0.7,0.7,0.0,1
РОСТ,T4035h,2026-02,Cubic Fun,0.1,0.2,1.0,1.2,0.0,1
Росицька ФОП,004627I,2026-02,Infantino,0.0,0.0,1.2,1.2,0.0,1
Росицька ФОП,DS1058h,2026-02,Cubic Fun,0.0,0.0,0.5,0.5,0.0,1
Сільпо,T4039h,2026-02,Cubic Fun,0.0,0.0,1.5,1.5,0.0,1
Росицька ФОП,004915I,2026-02,Infantino,0.0,0.0,0.6,0.6,0.0,1
Сільпо,T4038h,2026-02,Cubic Fun,0.0,0.0,0.6,0.6,0.0,1
Росицька ФОП,005059I,2026-02,Infantino,0.0,0.0,0.8,0.8,0.0,1
Росицька ФОП,005060I,2026-02,Infantino,0.0,0.0,0.9,0.9,0.0,1
Росицька ФОП,DS0990h,2026-02,Cubic Fun,0.4,0.9,0.4,1.3,0.0,1
Росицька ФОП,DJ08417,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Росицька ФОП,DS0981h,2026-02,Cubic Fun,0.0,0.0,0.7,0.7,0.0,1
Росицька ФОП,DS0980h,2026-02,Cubic Fun,0.0,0.0,0.6,0.6,0.0,1
Сільпо,DJ05270,2026-02,Djeco,0.0,0.0,1.4,1.4,0.0,1
РОСТ,DS1098h,2026-02,Cubic Fun,0.0,0.0,1.4,1.4,0.0,1
Смік,DJ09330,2026-02,Djeco,0.0,0.0,1.3,1.3,0.0,1
Смік,DJ08526,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Росицька ФОП,304893I,2026-02,Infantino,0.0,0.0,1.3,1.3,0.0,1
СмартТойс,DJ05092,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
РОСТ,DJ08973,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Смік,DJ09071,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
РОСТ,DJ08970,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
РОСТ,DJ08933,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Чудо Острів,315214,2026-02,Infantino,0.1,0.2,1.3,1.5,0.0,1
СмартТойс,DJ05098,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
РОСТ,DS1097h,2026-02,Cubic Fun,0.0,0.0,1.1,1.1,0.0,1
Росицька ФОП,305031,2026-02,Infantino,0.0,0.0,0.5,0.5,0.0,1
Росицька ФОП,316497,2026-02,Infantino,0.0,0.0,1.0,1.0,0.0,1
Смік,DJ09057,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
СмартТойс,DJ05161,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
РОСТ,DJ08871,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
Смішинка,DJ08477,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
СмартТойс,DJ01612,2026-02,Djeco,0.0,0.0,1.0,1.0,0.0,1
Чудо Острів,315133,2026-02,Infantino,0.0,0.0,1.3,1.3,0.0,1
СмартТойс,DD03765,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
Чудо Острів,315072I,2026-02,Infantino,0.0,0.0,1.3,1.3,0.0,1
СмартБі Луцьк,W3303h,2026-02,Cubic Fun,0.0,0.0,0.6,0.6,0.0,1
Чудо Острів,315023,2026-02,Infantino,0.0,0.0,1.5,1.5,0.0,1
Смік,DJ09072,2026-02,Djeco,0.0,0.0,1.2,1.2,0.0,1
РОСТ,DJ09112,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
РОСТ,DJ09113,2026-02,Djeco,0.0,0.0,0.5,0.5,0.0,1
СмартБі Луцьк,W3301h,2026-02,Cubic Fun,0.0,0.0,0.6,0.6,0.0,1
Чудо Острів,310231,2026-02,Infantino,0.0,0.0,1.2,1.2,0.0,1
СмартБі Луцьк,305031,2026-02,Infantino,0.0,0.0,1.2,1.2,0.0,1
СмартБі Луцьк,216571,2026-02,Infantino,0.0,0.0,0.9,0.9,0.0,1
Смік,DJ09074,2026-02,Djeco,0.0,0.0,0.9,0.9,0.0,1
СмартБі Луцьк,216429I,2026-02,Infantino,0.0,0.0,0.7,0.7,0.0,1
Росицька ФОП,304890I,2026-02,Infantino,0.0,0.0,1.0,1.0,0.0,1
СмартБі Луцьк,216273,2026-02,Infantino,0.0,0.0,0.7,0.7,0.0,1
Росицька ФОП,305194,2026-02,Infantino,0.0,0.0,0.7,0.7,0.0,1
СмартТойс,DJ08120,2026-02,Djeco,0.0,0.0,0.8,0.8,0.0,1
СмартТойс,DJ08198,2026-02,Djeco,0.0,0.0,1.5,1.5,0.0,1
